,CO_CNES,NO_FANTASIA,MUNICIPIO
345,2608170,USF DE ROMA,BANANEIRAS
346,2608138,USF JOSE VITOR DE ARAUJO,BANANEIRAS
347,31542,UBS PREFEITO ALYSON JOSE DA SILVA AZEVEDO,BARAUNA
348,7914083,SESST SERVICO DE SAUDE E SEGURANCA DO TRABALHO,BARAUNA
349,2364417,ESF I SEVERINO LUIZ FERNANDES,BARAUNA
350,7802013,VIGILANCIA EM SAUDE DE BARAUNA,BARAUNA
351,7955340,LABORATORIO REGIONAL DE PROTESE DENTARIA LARPD BARAUNA,BARAUNA
352,7574428,UNIDADE BASICA DE SAUDE SILVINO AVELINO DA SILVA,BARAUNA
353,7456654,NUCLEO DE APOIO A SAUDE DA FAMILIA III NASF III,BARAUNA
354,6411428,SECRETARIA MUNICIPAL DE SAUDE DE BARAUNA,BARAUNA
355,7372329,ACADEMIA DA SAUDE DE BARAUNA,BARAUNA
356,7171943,ESF II FRANCISCA FERREIRA OLIVEIRA SILVA VO DADA,BARAUNA
357,7906390,CENTRO DE ESPECIALIDADES ODONTOLOGICAS,BARRA DE SANTANA
358,7065868,SAMU 192 BASE DESCENTRALIZADA DE BARRA DE SANTANA,BARRA DE SANTANA
359,2591901,UBSF JOSEFA ALVES CAMPOS,BARRA DE SANTANA
360,2605988,POSTO DE SAUDE ANCORA SEVERINA MARIA DA CONCEICAO,BARRA DE SANTANA
361,2704285,POSTO DE SAUDE ANC ANA MARIA DA CONCEICAO MADRINHA SINHA,BARRA DE SANTANA
362,2605961,UBSF NIVALDO ABILIO DE FARIAS,BARRA DE SANTANA
363,2341220,UBSF DR JOSE AUGUSTO AMORIM,BARRA DE SANTANA
364,2607522,UBSF PRECILA MARIA DA CONCEICAO,BARRA DE SANTANA
365,2794071,LABORATORIO MUNICIPAL PEDRO ROMULO DE AGUIAR,BARRA DE SANTANA
366,5052076,CENTRO DE ATENCAO PSICOSSOCIAL CAPS I,BARRA DE SANTANA
367,3251535,HOSPITAL MUNICIPAL SANTA ANA,BARRA DE SANTANA
368,3476251,POSTO DE SAUDE ANCORA DAYLLA CORDEIRO DO REGO,BARRA DE SANTANA
369,6918190,POSTO DE SAUDE ANCORA MARIA DE ARAUJO REGO,BARRA DE SANTANA
370,3190196,POSTO DE SAUDE ANCORA DE SERRA DE INACIO PEREIRA,BARRA DE SANTANA
371,7726457,POLICLINICA MUNICIPAL DE BARRA DE SANTANA,BARRA DE SANTANA
372,9228969,ACADEMIA DE SEVERINO NILO DOS SANTOS,BARRA DE SANTANA
373,9867368,POSTO DE SAUDE ANCORA FRANCISCO LAURINDO DE MACEDO,BARRA DE SANTANA
374,7061560,POSTO DE SAUDE ANCORA MARIA BEZERRA DE BRITO REGO,BARRA DE SANTANA
375,6988490,UNIDADE DE VIGILANCIA EM SAUDE,BARRA DE SANTANA
376,9647996,CENTRAL DE ABASTECIMENTO FARMACEUTICO CAF,BARRA DE SANTANA
377,5673518,SECRETARIA DE SAUDE DE BARRA DE SANTANA,BARRA DE SANTANA
378,6328636,NUCLEO DE APOIO A SAUDE DA FAMILIA,BARRA DE SANTANA
379,2341794,POSTO DE SAUDE ANADITA OLIVEIRA LINS ESF II,BARRA DE SANTA ROSA
380,7862229,FARMACIA BASICA MUNICIPAL,BARRA DE SANTA ROSA
381,2342294,POSTO DE SAUDE SANTA ROSA ESF VI,BARRA DE SANTA ROSA
382,6939007,BASE DESCENTRALIZADA SAMU 192,BARRA DE SANTA ROSA
383,6890881,CENTRO DE ATENCAO PSICOSSOCIAL,BARRA DE SANTA ROSA
384,5701368,UNIDADE BASICA DE SAUDE JOSE RIBEIRO DINIZ ESF I,BARRA DE SANTA ROSA
385,6578004,UNIDADE BASICA DE SAUDE ASSENTAMENTO RIACHO DA CRUZ ESF IV,BARRA DE SANTA ROSA
386,2364379,CENTRO DE SAUDE NOSSA SENHORA DA CONCEICAO ESF III,BARRA DE SANTA ROSA
387,2364395,POSTO DE SAUDE TANCREDO NEVES ESF V,BARRA DE SANTA ROSA
388,2605503,DEPARTAMENTO DE VIGILANCIA SANITARIA DE B S ROSA,BARRA DE SANTA ROSA
389,7745842,LABORATORIO MUNICIPAL DE ANALISES CLINICAS,BARRA DE SANTA ROSA
390,6994717,UNIDADE DE VIGILANCIA EM SAUDE MUNICIPAL,BARRA DE SANTA ROSA
391,9757813,NUCLEO DE APOIO AS EQUIPES DE SAUDE DA FAMILIA,BARRA DE SANTA ROSA
392,6385737,SECRETARIA MUNICIPAL DE SAUDE,BARRA DE SANTA ROSA
393,6933475,BASE DESCENTRALIZADA SAMU 192 BARRA DE SANTA ROSA,BARRA DE SANTA ROSA
394,7567286,UBSF JOSE ROSENDO DE OLIVEIRA,BARRA DE SAO MIGUEL
395,2341956,UBSF MARIA BRAZ CANDIDO,BARRA DE SAO MIGUEL
396,2591871,CENTRO SAUDE BARRA DE SAO MIGUEL,BARRA DE SAO MIGUEL
397,7213964,AMBULANCIA DE TRANSPORTE I,BARRA DE SAO MIGUEL
398,7213980,AMBULANCIA DE TRANSPORTE II,BARRA DE SAO MIGUEL
399,7213999,AMBULANCIA DE TRANSPORTE III,BARRA DE SAO MIGUEL
400,7421516,NASF,BARRA DE SAO MIGUEL
401,9193987,ACADEMIA DA SAUDE,BARRA DE SAO MIGUEL
402,6416136,SECRETARIA MUNICIPAL DE SAUDE,BARRA DE SAO MIGUEL
403,7927975,UBS MARIO ANDREAZZA IV,BAYEUX
404,3754227,UNIDADE DE VIGILANCIA EPIDEMIOLOGICA,BAYEUX
405,2342391,UBS SAO LOURENCO I,BAYEUX
406,7007124,VIGILANCIA AMBIENTAL,BAYEUX
407,3294889,HOSPITAL MATERNO INFANTIL JOAO MARSICANO,BAYEUX
408,3027090,UBS SAO BENTO II,BAYEUX
409,5861055,CENTRAL DE REGULACAO DE SERVICOS DE SAUDE,BAYEUX
410,3265765,CAPS II CENTRO DE ATENCAO PSICOSSOCIAL DE BAYEUX,BAYEUX
411,3044556,UBS SESI I,BAYEUX
412,3608832,HOSPITAL COLONIA GETULIO VARGAS,BAYEUX
413,3619354,FARMACIA POPULAR DO BRASIL,BAYEUX
414,2342014,PROJETO FLORESCER,BAYEUX
415,2342952,UNIDADE DE VIGILANCIA SANITARIA,BAYEUX
416,2342022,UNIDADE MOVEL ODONTOLOGICA,BAYEUX
417,2342421,UBS RIO DO MEIO I,BAYEUX
418,2342456,UBS IMACULADA I,BAYEUX
419,2342472,UBS ALTO DA BOA VISTA I,BAYEUX
420,2356899,UBS SESI II,BAYEUX
421,2356910,UBS SAO VICENTE I,BAYEUX
422,2356937,UBS CENTRO II,BAYEUX
423,2356953,UBS JARDIM AEROPORTO I,BAYEUX
424,2356988,UBS COMERCIAL NORTE I,BAYEUX
425,3027074,UBS BRASILIA I,BAYEUX
426,7927908,UPA 24H UNIDADE DE PRONTO ATENDIMENTO BAYEUX,BAYEUX
427,2342405,UBS MARIO ANDREAZZA I,BAYEUX
428,5857120,SECRETARIA MUNICIPAL DE SAUDE,BAYEUX
429,2356945,UBS BRASILIA II,BAYEUX
430,3027112,UBS IMACULADA II,BAYEUX
431,3027139,UBS ALTO DA BOA VISTA II,BAYEUX
432,3027155,UBS MARIO ANDREAZZA II,BAYEUX
433,3027104,UBS RIO DO MEIO II,BAYEUX
434,3027120,UBS IMACULADA III,BAYEUX
435,3027147,UBS JARDIM AEROPORTO II,BAYEUX
436,3549348,CEO II CENTRO DE ESPECIALIDADES ODONTOLOGICAS,BAYEUX
437,2342413,POLICLINICA MUNICIPAL BENJAMIN MARANHAO,BAYEUX
438,3549321,CENTRO DE TRATAMENTO E ACONSELHAMENTO CTA,BAYEUX
439,2342448,UBS TAMBAY,BAYEUX
440,2342464,UBS SAO BENTO I,BAYEUX
441,2343096,UBS BARALHO,BAYEUX
442,2356902,UBS CENTRO I,BAYEUX
443,2356929,UBS MANGUINHOS,BAYEUX
444,2356961,UBS MARIO ANDREAZZA III,BAYEUX
445,3027066,UBS SESI III,BAYEUX
446,3027082,UBS SAO VICENTE II,BAYEUX
447,9403809,UBS EDMILSON RIBEIRO DO AMARAL,BELEM
448,2608243,CENTRO DE SAUDE DE BELEM PSF IV,BELEM
449,6447252,CENTRO DE ESPECIALIDADES DE SAUDE DE BELEM,BELEM
450,3937615,CENTRO DE ESPECIALIDADES ODONTOLOGICAS DE BELEM,BELEM
451,2608189,UNIDADE DE SAUDE DA FAMILIA N S DA CONCEICAO PSF V,BELEM
452,2608200,UNIDADE DE SAUDE DA FAMILIA PSF VI LIMEIRA,BELEM
453,2608227,UNIDADE DE SAUDE DA FAMILIA PSF II RUA NOVA,BELEM
454,2608235,UNIDADE DE SAUDE DA FAMILIA PSF III DO TRIBOFE,BELEM
455,2608197,UNIDADE DE SAUDE DA FAMILIA PSF VII SERRARIA,BELEM
456,2608219,UNIDADE DE SAUDE DA FAMILIA PSF I VIDA NOVA,BELEM
457,9471758,DE ANCORA ANGELIM,BELEM
458,9471766,UNIDADE ANCORA SERROTE,BELEM
459,7623488,ACADEMIA DE SAUDE,BELEM
460,6917496,NASF BELEM,BELEM
461,7074700,CENTRO DE REFERENCIA SAUDE DA MULHER,BELEM
462,6979505,SAMU BELEM 192,BELEM
463,9471715,UNIDADE ANCORA MARACAJA,BELEM
464,9471723,UNIDADE ANCORA CAICARINHA,BELEM
465,9471731,UNIDADE ANCORA MUFUMBO,BELEM
466,5689236,CENTRO DE ATENCAO PSICOSSOCIAL CAPS I,BELEM
467,2608251,VIGILANCIA EM SAUDE,BELEM
468,2757834,POSTO DE ANGELIM,BELEM
469,9218289,CENTRO MUNICIPAL DE REABILITACAO DE BELEM,BELEM
470,2613301,HOSPITAL DISTRITAL DE BELEM,BELEM
471,9471774,UNIDADE ANCORA SABOEIRO,BELEM
472,6866972,FARMACIA BASICA MUNICIPAL DE BELEM,BELEM
473,7595921,AMIGO DO PEITO DE BELEM,BELEM
474,6418082,SECRETARIA MUNICIPAL DE SAUDE,BELEM
475,6685692,LABORATORIO DE PROTESE DENTARIA DE BELEM,BELEM
476,9710345,GEOVA MANOEL DE OLIVEIRA,BELEM DO BREJO DO CRUZ
477,7826648,ACADEMIA DA SAUDE,BELEM DO BREJO DO CRUZ
478,3310000,ESF 03,BELEM DO BREJO DO CRUZ
479,3309983,ESF 01,BELEM DO BREJO DO CRUZ
480,6876722,SAMU DE BELEM DE BREJO DO CRUZ,BELEM DO BREJO DO CRUZ
481,3309991,ESF 02,BELEM DO BREJO DO CRUZ
482,2606127,LABORATORIO DR GENIVAL LACERDA DA CUNHA,BELEM DO BREJO DO CRUZ
483,7599811,CENTRO DE ATENCAO PSICOSSOCIAL BENEDITO COSME DA SILVA,BELEM DO BREJO DO CRUZ
484,7038100,VIGILANCIA SANITARIA DE BELEM DO BREJO DO CRUZ,BELEM DO BREJO DO CRUZ
485,6969135,POLICLINICA HUDSON MAIA DA CUNHA,BELEM DO BREJO DO CRUZ
486,2606135,ESF 04,BELEM DO BREJO DO CRUZ
487,6879659,PRACA DE EVENTOS SAUDE E LAZER,BELEM DO BREJO DO CRUZ
488,6429327,SECRETARIA MUNICIPAL DE SAUDE DE BELEM DO BREJO DO CRUZ,BELEM DO BREJO DO CRUZ
489,7175108,HOSPITAL GERAL GERMANO LACERDA DA CUNHA,BELEM DO BREJO DO CRUZ
490,9721150,UNIDADE MOVEL A I BERNARDINO BATISTA,BERNARDINO BATISTA
491,7853335,UNIDADE SAUDE DA FAMILIA DR MARIA ADELIA ABRANTES,BERNARDINO BATISTA
492,2322064,UNIDADE BASICA DE SAUDE NOSSA SENHORA DOS MILAGRES,BERNARDINO BATISTA
493,7467222,POLO DE ACADEMIA DA SAUDE BERNARDINO BATISTA,BERNARDINO BATISTA
494,6670334,SAMU BERNARDINO BATISTA,BERNARDINO BATISTA
495,6417175,SMS DE BERNARDINO BATISTA,BERNARDINO BATISTA
496,6700667,UNIDADE DE SAUDE DA FAMILIA NOSSA SENHORA DOS MILAGRES,BERNARDINO BATISTA
497,6400914,UNIDADE MISTA DE BOA VENTURA,BOA VENTURA
498,7707010,FARMACIA MUNICIPAL DE BOA VENTURA,BOA VENTURA
499,6373429,SECRETARIA MUNICIPAL DE SAUDE DE BOA VENTURA,BOA VENTURA
500,7466218,AMIGO DO PEITO DE BOA VENTURA,BOA VENTURA
501,7638078,LRPD DE BOA VENTURA PB,BOA VENTURA
502,6418422,TRATAMENTO FORA DE DOMICILIO,BOA VENTURA
503,2604531,ESF I DR CARLOS FERNANDO DE CARVALHO,BOA VENTURA
504,2592347,ESF II ARSENIO ALVES,BOA VENTURA
505,5851645,ESF III JOAO RODRIGUES DA SILVA,BOA VENTURA
506,7281471,UNIDADE MUNICIPAL DE VIGILANCIA EM SAUDE,BOA VENTURA
507,7408021,NUCLEO DE APOIO A SAUDE DA FAMILIA BOA VENTURA PB,BOA VENTURA
508,7188935,ANCORA DA UBS I CARLOS FERNANDO DE CARVALHO,BOA VENTURA
509,6430198,SECRETARIA MUNICIPAL DE SAUDE,BOA VISTA
510,2607662,UBSF I DRA MARIA EUGENIA FARIAS ALMEIDA,BOA VISTA
511,2607689,UBSF II NANCI GUEDES DA SILVA,BOA VISTA
512,9610669,UBSF III OTACIANA PEREIRA LEITE,BOA VISTA
513,2607670,POLICLINICA ANTONIO PEREIRA DE ALMEIDA,BOA VISTA
514,7469357,ACADEMIA DA SAUDE DE BOA VISTA,BOA VISTA
515,6633870,UNIDADE DE VIGILANCIA EM SAUDE,BOA VISTA
516,7486375,NUCLEO DE FISIOTERARIA,BOA VISTA
517,7486340,LABORATORIO MUNICIPAL DE ANALISES CLINICAS,BOA VISTA
518,7486367,FARMACIA BASICA DE BOA VISTA,BOA VISTA
519,9200789,POLO ACADEMIA DE SAUDE DE BOM JESUS,BOM JESUS
520,2321955,UNIDADE SAUDE DA FAMILIA ELIZA BANDEIRA DE MELO,BOM JESUS
521,7863519,POLICLINICA MUNICIPAL MARIA AUXILIADORA LEITE DE BRITO,BOM JESUS
522,57177,SAMU 192 BOM JESUS,BOM JESUS
523,9380442,CENTRO DE REABILITACAO DE BOM JESUS,BOM JESUS
524,6929540,LAB DE ANALISES CLINICAS RUFINA GONCALVES BRITO,BOM JESUS
525,6416357,SECRETARIA DE SAUDE DE BOM JESUS,BOM JESUS
526,7485026,UNIDADE DE VIGILANCIA SANITARIA DE BOM JESUS,BOM JESUS
527,7239971,UBS LEOPOLDINA CARTAXO MOREIRA,BOM JESUS
528,9145028,LABORATORIO MUNICIPAL DE ANALISES CLINICAS LAMAC,BOM SUCESSO
529,7672543,VIGILANCIA SANITARIA DE BOM SUCESSO,BOM SUCESSO
530,7672551,CENTRO DE ATENCAO PSICOSSOCIAL VER FRANCISCO F DE LIMA,BOM SUCESSO
531,9662227,POLICLINICA ALCIDES CAETANO DE FREITAS,BOM SUCESSO
532,132586,LABORATORIO DE PROTESE DENTARIA DE BOM SUCESSO,BOM SUCESSO
533,9168524,NASF3 BOM SUCESSO,BOM SUCESSO
534,2606151,PSF DISTRITO DE SERRINHA,BOM SUCESSO
535,2757729,HOSPITAL E MATERNIDADE SEVERINO VIRIATO,BOM SUCESSO
536,2606178,PSF CENTRO DE SAUDE,BOM SUCESSO
537,9241671,FARMACIA BASICA ALCIDES CAETANO DE FREITAS,BOM SUCESSO
538,6854117,SAMU DE BOM SUCESSO,BOM SUCESSO
539,6428142,SECRETARIA MUNICIPAL DE SAUDE DE BOM SUCESSO,BOM SUCESSO
540,7547307,ACADEMIA DE SAUDE DE BONITO DE SANTA FE,BONITO DE SANTA FE
541,7982941,SECRETARIA MUNICIPAL DE BONITO DE SANTA FE,BONITO DE SANTA FE
542,9365907,CADEIA PUBLICA DE BONITO DE SANTA FE PB,BONITO DE SANTA FE
543,9940138,LABORATORIO MUNICIPAL DE ANALISES CLINICAS,BONITO DE SANTA FE
544,6852548,POSTO DE COLETE DE LEITE HUMANO FELIPE JESUS SARAIVA DE SOUS,BONITO DE SANTA FE
545,7511434,VIGILANCIA SANITARIA,BONITO DE SANTA FE
546,7273274,LABORATORIO PROTESE DENTARIA,BONITO DE SANTA FE
547,2321971,UBSF II VIANA,BONITO DE SANTA FE
548,2322005,POSTO DE SAUDE CAMPO ALEGRE,BONITO DE SANTA FE
549,2321963,HOSPITAL MUNICIPAL HONORINA TAVARES DE ALBUQUERQUE,BONITO DE SANTA FE
550,2321998,UBSF I CENTRO DE SAUDE,BONITO DE SANTA FE
551,2342049,UBSF III CASAS POPULARES,BONITO DE SANTA FE
552,7389361,UBSF V ANTOLANDIA,BONITO DE SANTA FE
553,5327997,UBSF IV JARDIM DAS NEVES,BONITO DE SANTA FE
554,9997822,NASF DE BONITO DE SANTA FE PB,BONITO DE SANTA FE
555,9885935,FARMACIA BASICA,BONITO DE SANTA FE
556,76244,MELHOR EM CASA,BONITO DE SANTA FE
557,9539980,SECRETARIA MUNICIPAL DE SAUDE,BONITO DE SANTA FE
558,7874057,COORDENADORIA DE VIGILANCIA EPIDEMIOLOGICA E AMBIENTAL,BONITO DE SANTA FE
559,6750869,SAMU BONITO DE SANTA FE PB,BONITO DE SANTA FE
560,6343384,SECRETARIA MUNICIPAL DE BONITO DE SANTA FE,BONITO DE SANTA FE
561,7660871,UBSF MALVINAS,BOQUEIRAO
562,7784554,ACADEMIA DA SAUDE DE BOQUEIRAO,BOQUEIRAO
563,9699937,SERVICO DE ATENCAO DOMICILIAR SAD,BOQUEIRAO
564,3071855,CENTRO DE ATENCAO PSICOSSOCIAL CAPS I,BOQUEIRAO
565,3071863,VIGILANCIA AMBIENTAL E EPIDEMIOLOGICA,BOQUEIRAO
566,2592452,UBSF TABOADO,BOQUEIRAO
567,6492800,NASF CARIRI COM SAUDE,BOQUEIRAO
568,6414206,SECRETARIA MUNICIPAL DE SAUDE,BOQUEIRAO
569,2757419,UBSF CENTRO,BOQUEIRAO
570,2613069,UBSF MANOEL FRANCINALDO CABRAL DE BRITO,BOQUEIRAO
571,8005710,UBSF BAIRRO NOVO II,BOQUEIRAO
572,2607093,UBSF BELA VISTA,BOQUEIRAO
573,7067313,LABORATORIO MUNICIPAL DE ANALISES CLINICAS,BOQUEIRAO
574,9699929,CAPS AD III,BOQUEIRAO
575,2613050,UBSF MARINHO,BOQUEIRAO
576,6928773,SAMU 192 BASE DESCENTRALIZADA DE BOQUEIRAO,BOQUEIRAO
577,6762336,CENTRO DE ESPECIALIDADES ODONTOLOGICAS,BOQUEIRAO
578,6434037,LABORATORIO DE PROTESES DENTARIAS,BOQUEIRAO
579,2606003,UBSF BAIRRO NOVO,BOQUEIRAO
580,2757702,HOSPITAL MUNICIPAL DE BOQUEIRAO,BOQUEIRAO
581,8008205,POLICLINICA MUNICIPAL DE BOQUEIRAO,BOQUEIRAO
582,78050,UNIDADE MISTA DE SAUDE DOUTOR OLIVIO DE ASSIS BANDEIRA,IGARACY
583,5585511,CENTRO DE ESPECIALIDADES ODONTOLOGICAS CEO I,IGARACY
584,6433146,SECRETARIA MUNICIPAL DE SAUDE,IGARACY
585,6882218,FARMACIA BASICA MUNICIPAL DE IGARACY,IGARACY
586,6882226,LABORATORIO REGIONAL DE PROTESE DENTARIA,IGARACY
587,6882234,CENTRAL DE REGULACAO DE SERVICOS DE SAUDE DE IGARACY PB,IGARACY
588,6882293,CENTRO MEDICO DE SAUDE DE IGARACY PB,IGARACY
589,6903606,NUCLEO DE APOIO A SAUDE DA FAMILIA NASF II,IGARACY
590,7809972,VIGILANCIA AMBIENTAL,IGARACY
591,6550789,CLINICA MUNICIPAL DE FISIOTERAPIA,IGARACY
592,6609406,SERVICO MUNICIPAL DE VIGILANCIA EM SAUDE,IGARACY
593,3566684,UBS MANOEL ARAUJO DA SILVA PSF III,IGARACY
594,2592371,UBS RODOLFO CAVALCANTE PSF I,IGARACY
595,2604566,UBS FRANCISCO BRASILEIRO LIMA PSF II,IGARACY
596,9588493,UNIDADE AUTORIZADORA DE TFD INTERMUNICIPAL,IGARACY
597,6774857,SERVICO DE ATENDIMENTO MOVEL DE URGENCIA SAMU 192,IGARACY
598,7646909,UNIDADE ANCORA DE CARUATAR PFS II,BORBOREMA
599,7751125,UNIDADE BASICA DE SAUDE PSF III,BORBOREMA
600,9336796,ACADEMIA DE SAUDE DE BORBOREMA,BORBOREMA
601,2591804,UNIDADE BASICA DE SAUDE PSF II,BORBOREMA
602,2591812,MINI POSTO MANITU,BORBOREMA
603,2591820,UNIDADE BASICA DE SAUDE PSF I BORBOREMA,BORBOREMA
604,6765246,UNIDADE VIGILANCIA SANITARIA,BORBOREMA
605,6430309,SECRETARIA MUNICIPAL DE SAUDE DE BORBOREMA,BORBOREMA
606,7369255,CLINICA TEREZINHA LIMA DA SILVA,BORBOREMA
607,7267150,NASF III BORBOREMA,BORBOREMA
608,7660073,UNIDADE DE DISPENSACAO DE MEDICAMENTOS,BREJO DO CRUZ
609,9475907,CAPS I BREJO DO CRUZ PB,BREJO DO CRUZ
610,2606186,ALDERI GOMES FERNANDES USF III,BREJO DO CRUZ
611,2606216,POSTO DE SAUDE POCO DA ONCA BREJO DO CRUZ,BREJO DO CRUZ
612,2342715,HOSPITAL MUNICIPAL DRODILON MAIA FILHO,BREJO DO CRUZ
613,3931188,FRANCISCO ALVES FEITOSA USF IV,BREJO DO CRUZ
614,3069893,DEPARTAMENTO DE VIGILANCIA SANITARIA,BREJO DO CRUZ
615,3931196,DR EVILACIO OLIMPIO MAIA USF V,BREJO DO CRUZ
616,3064301,MARIA OLIVIA MAIA USF II,BREJO DO CRUZ
617,9658424,POLICLINICA MUNICIPAL BREJO DO CRUZ PB,BREJO DO CRUZ
618,7618077,ACADEMIA DA SAUDE GERALDO DUTRA DE ARAUJO,BREJO DO CRUZ
619,2606208,POSTO DE SAUDE RIACHO DO JARDIM BREJO DO CRUZ,BREJO DO CRUZ
620,2606194,MANOEL CICERO DANTAS USF I,BREJO DO CRUZ
621,7445288,FUNDO MUNICIPAL DE SAUDE BREJO DO CRUZ PB NASF,BREJO DO CRUZ
622,7481772,CENTRO DE ESPECIALIDADES ODONTOLOGICAS DE BREJO DO CRUZ PB,BREJO DO CRUZ
623,6429580,SECRETARIA MUNICIPAL DE SAUDE,BREJO DO CRUZ
624,6801064,SAMU SERVICO DE ATENDIMENTO MOVEL DE URGENCIA BREJO DO CRUZ,BREJO DO CRUZ
625,7105436,LABORATORIO MUNICIPAL DE ANALISES CLINICAS,BREJO DOS SANTOS
626,2341638,PSF 1,BREJO DOS SANTOS
627,7256930,PSF 3,BREJO DOS SANTOS
628,9779795,ACADEMIA DE SAUDE,BREJO DOS SANTOS
629,2341611,PSF 2,BREJO DOS SANTOS
630,6425682,SECRETARIA MUNICIPAL DE SAUDE DE BREJO DOS SANTOS,BREJO DOS SANTOS
631,7314299,DEPARTAMENTO DE VIGILANCIA SANITARIA,BREJO DOS SANTOS
632,2606046,CRECHE MUNICIPAL LEOVILA ALVES,CAAPORA
633,2613107,USF SAO PEDRO,CAAPORA
634,2613131,USF PASTOR CRISPIM,CAAPORA
635,2613190,VIGILANCIA SANITARIA,CAAPORA
636,3499294,USF CENTRO II,CAAPORA
637,6223958,USF MANGABEIRA,CAAPORA
638,6567142,LABORATORIO DE PROTESES DENTARIAS DE CAAPORA,CAAPORA
639,6411347,SECRETARIA MUNICIPAL DE SAUDE,CAAPORA
640,3015815,POSTO DE SAUDE DE MUITOS RIOS,CAAPORA
641,6519938,CENTRO DE ESPECIALIDADE ODONTOLOGICAS DE CAAPORA,CAAPORA
642,7199791,SAMU CAAPORA BASICA,CAAPORA
643,5407478,CENTRO DE ATENCAO PSICOSSOCIAL DE CAAPORA,CAAPORA
644,6980260,SAMU CAAPORA AVANCADA,CAAPORA
645,3818802,CENTRO DE REFERENCIA EM SAUDE,CAAPORA
646,2757672,HOSPITAL GERAL ANA VIRGINIA,CAAPORA
647,2613115,USF SANTO ANTONIO,CAAPORA
648,2613158,USF CUPISSURA I,CAAPORA
649,6873065,PRACA DO COLORIDO,CAAPORA
650,6878474,PRACA DO PIQUETE,CAAPORA
651,6878490,PRACA DE CUPISSURA,CAAPORA
652,6411746,NASF,CAAPORA
653,7139276,PSF CUPISSURA II,CAAPORA
654,2613123,USF PIQUETE,CAAPORA
655,3015572,USF RETIRADA,CAAPORA
656,9421335,CENTRO DE ESPECIALIDADES ODONTOLOGICAS DE CABACEIRAS,CABACEIRAS
657,5881331,SECRETARIA DE SAUDE DE CABACEIRAS,CABACEIRAS
658,7016484,SAMU 192 BASE DESCENTRALIZADA DE CABACEIRAS,CABACEIRAS
659,7567944,ACADEMIA DA SAUDE DE CABACEIRAS,CABACEIRAS
660,2607123,POLICLINICA ANA AIRES DE QUEIROZ,CABACEIRAS
661,7452624,UBSF ASSENTAMENTO SERRA DO MONTE,CABACEIRAS
662,7452632,NASF CABACEIRAS,CABACEIRAS
663,7215444,POSTO DE SAUDE DO POCO COMPRIDO,CABACEIRAS
664,2592576,UNIDADE DE SAUDE DA FAMILIA 2,CABACEIRAS
665,2607697,UBSF I LINO CAVALCANTE DE ALBUQUERQUE,CABACEIRAS
666,5303648,SERVICO DE ASSISTENCIA ESPECIALIZADA SAE,CABEDELO
667,7569270,PROGRAMA REVIVER PETI,CABEDELO
668,7062303,VIGILANCIA AMBIENTAL DE CABEDELO,CABEDELO
669,9492240,CENTRO DE ESPECIALIDADE MEDICA,CABEDELO
670,29491,CENTRAL DE REGULACAO DO ACESSO,CABEDELO
671,7742770,CENTRAL DE ABASTECIMENTO FARMACEUTICO,CABEDELO
672,9382771,USF PORTAL DO POCO,CABEDELO
673,2812401,CENTRO MUNICIPAL DE FISIOTERAPIA MARIA DO SOCORRO FERNANDES,CABEDELO
674,2342154,USF JACARE,CABEDELO
675,2356694,USF MONTE CASTELO,CABEDELO
676,2343010,USF RENASCER II,CABEDELO
677,2356686,USF PALMEIRA,CABEDELO
678,9418814,USF JARDIM ATLANTICO,CABEDELO
679,2342170,HOSPITAL E MATERNIDADE MUNICIPAL PE ALFREDO BARBOSA,CABEDELO
680,7480415,USF OCEANIA VI,CABEDELO
681,7564457,CENTRAL DE REDE DE FRIO MUNICIPAL IMUNIZACAO,CABEDELO
682,6566782,LACEN LABORATORIO CENTRAL DE CABEDELO,CABEDELO
683,6057772,CEO CENTRO DE ESPECIALIDADE ODONTOLOGICA,CABEDELO
684,2356708,USF CAMALAU,CABEDELO
685,2356724,USF CENTRO,CABEDELO
686,2343436,USF RENASCER III EQ I,CABEDELO
687,2343002,USF PE ALFREDO BARBOSA,CABEDELO
688,2342731,USF ANTONIO MARIZ,CABEDELO
689,2356716,USF PONTA DE MATO,CABEDELO
690,2342758,USF LEONOR VIANA,CABEDELO
691,2812428,USF INTERMARES,CABEDELO
692,2334860,USF JOAO ROBERTO B DE SOUZA,CABEDELO
693,2812398,USF NELSON SMITH,CABEDELO
694,9506365,CENTRO DE CONTROLE DE ZOONOSES,CABEDELO
695,7742878,VIGILANCIA EPIDEMIOLOGICA,CABEDELO
696,2343061,UNIDADE DE VIGILANCIA SANITARIA DE CABEDELO,CABEDELO
697,3399648,USF RENASCER III EQ II,CABEDELO
698,9229175,ACADEMIA DE SAUDE,CABEDELO
699,9633790,SERVICO DE ATENCAO DOMICILIAR SAD,CABEDELO
700,3020304,CENTRO DE ATENCAO PSICOSSOCIAL CAPS II PORTO CIDADANIA,CABEDELO
701,2342162,USF SALINAS RIBAMAR,CABEDELO
702,2334186,USF SIQUEIRA CAMPOS,CABEDELO
703,2812436,USF JARDINS,CABEDELO
704,2812266,USF RENASCER III EQ III,CABEDELO
705,6291457,CENTRO DE ATENCAO PSICOSSOCIAL CAPS AD,CABEDELO
706,5445582,SECRETARIA DE SAUDE,CABEDELO
